emp_no,first_name,last_name,birth_date,title,dept_name
419954,Yakkov,Katalagarianos,1952-07-08,Senior Engineer,Development
419962,Fei,Gubsky,1952-05-08,Senior Engineer,Production
419968,Margareta,Strehl,1954-05-10,Senior Staff,Marketing
420032,Frederique,Godskesen,1954-01-15,Engineer,Development
420034,Pascal,Beilner,1953-10-26,Senior Staff,Sales
420040,Minghong,Ghelli,1954-03-05,Engineer,Production
420045,Baziley,Tasistro,1952-05-21,Senior Engineer,Production
420053,Kaijung,Chimia,1953-02-16,Engineer,Development
420066,Chinho,Jumpertz,1954-03-06,Senior Staff,Production
420066,Chinho,Jumpertz,1954-03-06,Senior Staff,Customer Service
420074,Kerryn,Gire,1952-05-30,Senior Engineer,Production
420074,Kerryn,Gire,1952-05-30,Senior Engineer,Development
420092,Prodip,Impagliazzo,1954-04-17,Senior Engineer,Development
420092,Prodip,Impagliazzo,1954-04-17,Senior Engineer,Research
420114,Sarita,Heydon,1953-03-21,Senior Staff,Research
420125,Yongmao,Itschner,1954-05-12,Staff,Research
420129,Elvis,Vrecion,1954-07-31,Senior Staff,Research
420160,Berhard,Ruther,1952-10-23,Senior Engineer,Quality Management
420180,Van,Feinberg,1953-09-20,Senior Staff,Finance
420192,Tadahiro,Cooke,1953-09-13,Senior Engineer,Development
420213,Jungsoon,Compeau,1954-05-05,Senior Engineer,Production
420216,Arumugam,Kalefeld,1952-10-14,Engineer,Quality Management
420217,Maren,Streit,1953-09-03,Senior Staff,Research
420232,Claudi,Heystek,1952-04-18,Senior Staff,Sales
420242,Nalini,Hanratty,1954-09-07,Senior Engineer,Development
420243,Chenyi,Lunt,1953-06-22,Senior Staff,Customer Service
420256,Wilmer,Maraist,1954-08-21,Senior Staff,Human Resources
420314,Oguz,Demke,1952-05-24,Senior Staff,Development
420314,Oguz,Demke,1952-05-24,Senior Staff,Customer Service
420315,Ziyad,Zallocco,1953-11-24,Senior Engineer,Development
420337,Abdulah,Ranum,1953-07-07,Senior Staff,Customer Service
420341,Dekang,Dalton,1953-12-26,Senior Staff,Research
420346,Chikako,Gihr,1954-06-18,Staff,Human Resources
420352,Matk,Krohn,1954-04-05,Staff,Sales
420358,Huei,Ressouche,1953-02-04,Senior Staff,Sales
420362,Uinam,Cooley,1952-05-03,Senior Staff,Marketing
420362,Uinam,Cooley,1952-05-03,Senior Staff,Sales
420363,Seongbae,Garrabrants,1953-05-12,Senior Staff,Sales
420371,Muneo,Deverell,1953-02-16,Senior Engineer,Production
420381,Kitty,Szmurlo,1953-09-01,Staff,Finance
420381,Kitty,Szmurlo,1953-09-01,Staff,Human Resources
420383,Shushma,Chelton,1953-10-02,Senior Engineer,Production
420390,Mostafa,Pillow,1952-12-25,Senior Staff,Marketing
420390,Mostafa,Pillow,1952-12-25,Senior Staff,Sales
420402,Arve,Rosca,1953-04-06,Senior Staff,Finance
420404,Oksana,Lovengreen,1954-05-02,Senior Staff,Customer Service
420420,Mayuko,Bressoud,1954-07-25,Senior Engineer,Production
420423,Niclas,Guerreiro,1953-02-02,Engineer,Development
420428,Behnaam,Francisci,1952-06-19,Senior Staff,Research
420446,Giordano,Emden,1952-06-07,Senior Staff,Human Resources
420492,Arie,Versino,1952-05-15,Senior Engineer,Development
420493,Yuriy,Albarhamtoshy,1954-05-24,Senior Staff,Production
420493,Yuriy,Albarhamtoshy,1954-05-24,Senior Staff,Customer Service
420498,Moti,Sullins,1952-09-22,Senior Engineer,Production
420499,Alenka,Picaronny,1952-05-08,Senior Staff,Sales
420509,Dzung,Mahmud,1954-08-10,Senior Staff,Sales
420520,Shan,Antonisse,1954-01-13,Senior Engineer,Development
420522,Tua,Kadhim,1952-04-04,Engineer,Development
420552,Shahab,Zeidenstein,1954-12-28,Senior Staff,Human Resources
420562,Anoosh,Danner,1954-04-04,Senior Staff,Sales
420567,Masali,Kambil,1953-07-30,Senior Engineer,Production
420578,Francoise,Kalsbeek,1954-06-04,Technique Leader,Production
420597,Ferdinand,Bamford,1954-10-19,Assistant Engineer,Production
420621,Stella,Erni,1954-09-19,Senior Engineer,Development
420661,Bowen,Speckmann,1953-01-06,Senior Staff,Finance
420669,Alenka,Nollmann,1954-08-08,Senior Engineer,Development
420679,Rosalyn,Ghandeharizadeh,1953-07-01,Senior Staff,Customer Service
420684,Stein,Percebois,1954-01-22,Senior Staff,Sales
420712,Josyula,Plump,1954-02-27,Senior Engineer,Development
420716,Masasuke,Middleton,1952-12-05,Senior Engineer,Production
420716,Masasuke,Middleton,1952-12-05,Senior Engineer,Quality Management
420747,Weicheng,Maccarone,1953-03-30,Engineer,Production
420770,Candido,Pietrzykowski,1952-10-18,Senior Staff,Research
420798,Berthier,Ebeling,1954-06-06,Senior Engineer,Production
420801,Khosrow,Speek,1953-09-14,Senior Staff,Marketing
420809,Sverrir,Buchter,1954-12-24,Engineer,Development
420816,Vitali,Benner,1954-04-21,Senior Engineer,Development
420819,Dipayan,Zambonelli,1952-06-20,Senior Engineer,Production
420819,Dipayan,Zambonelli,1952-06-20,Senior Engineer,Quality Management
420822,Becky,Whitcomb,1953-06-24,Senior Engineer,Development
420829,Heekeun,Klassen,1953-02-04,Senior Engineer,Production
420838,Elvia,Schaar,1953-12-31,Senior Staff,Research
420853,Murthy,Bojadziev,1952-06-08,Senior Engineer,Development
420874,Jinya,Hiyoshi,1952-03-09,Senior Staff,Sales
420899,Ortrud,Kitsuregawa,1953-08-18,Staff,Marketing
420902,Yishai,Hutton,1953-07-20,Senior Staff,Human Resources
420913,Poornachandra,Tibblin,1954-02-22,Senior Engineer,Production
420913,Poornachandra,Tibblin,1954-02-22,Senior Engineer,Customer Service
420916,Kwangho,Gischer,1953-05-15,Senior Engineer,Production
420922,Peer,Schwartzburd,1954-01-20,Senior Staff,Sales
420933,Gila,Kroon,1954-08-27,Senior Engineer,Development
420944,Francesca,Rajala,1953-01-23,Senior Staff,Production
420944,Francesca,Rajala,1953-01-23,Senior Staff,Customer Service
420950,Bouchung,Feldhoffer,1954-08-11,Senior Engineer,Production
420951,Moriyoshi,Ventosa,1953-10-30,Senior Staff,Sales
420960,Ebbe,Chenoweth,1954-09-01,Senior Engineer,Development
420963,Leaf,Schnabel,1954-05-07,Senior Engineer,Production
420963,Leaf,Schnabel,1954-05-07,Senior Engineer,Customer Service
420982,Serge,Laurillard,1953-02-08,Technique Leader,Quality Management
420988,Chuanyi,Itzigehl,1953-03-24,Technique Leader,Production
420997,Maik,Gill,1953-01-17,Technique Leader,Development
421011,Masamitsu,Thorelli,1953-02-15,Senior Staff,Marketing
421011,Masamitsu,Thorelli,1953-02-15,Senior Staff,Human Resources
421024,Shuky,Strehl,1953-06-30,Engineer,Quality Management
421032,Aemilian,Trachtenberg,1954-03-29,Senior Staff,Production
421032,Aemilian,Trachtenberg,1954-03-29,Senior Staff,Research
421040,Chuanyi,Moehrke,1954-10-05,Senior Engineer,Development
421043,Vidya,Piveteau,1952-04-04,Senior Engineer,Development
421051,Sachem,Wendorf,1954-01-18,Senior Engineer,Development
421076,Clyde,Gecseg,1953-08-02,Senior Engineer,Development
421089,Jouni,Peternell,1954-12-03,Senior Engineer,Development
421095,Arto,Baca,1952-06-09,Senior Engineer,Production
421108,Krister,Gulla,1954-08-16,Senior Staff,Sales
421119,Arto,Moffat,1954-02-12,Senior Staff,Customer Service
421122,Danny,Schnelling,1952-09-07,Staff,Sales
421128,Faiza,Polupanov,1954-11-19,Senior Staff,Customer Service
421162,Krister,Cherinka,1954-12-24,Senior Engineer,Production
421199,Irene,Laurillard,1954-08-08,Senior Engineer,Development
421243,Renny,Neimat,1953-04-25,Senior Staff,Marketing
421249,Francesca,Raoux,1954-11-29,Engineer,Production
421249,Francesca,Raoux,1954-11-29,Engineer,Development
421251,Fumitaka,Assaf,1952-10-28,Senior Staff,Sales
421275,Gaurav,Bressoud,1953-07-28,Senior Staff,Human Resources
421289,Remko,Cronan,1954-05-30,Senior Staff,Customer Service
421296,Guttorm,Krogh,1954-03-17,Engineer,Quality Management
421300,Arumugam,Chimia,1952-06-24,Senior Engineer,Development
421301,Xiaocheng,Quadeer,1952-04-16,Senior Staff,Finance
421318,Filipp,Serna,1953-09-02,Senior Engineer,Production
421337,Mabo,Kavraki,1954-03-01,Staff,Marketing
421345,Salvador,Hartvigsen,1952-02-20,Senior Engineer,Production
421364,Huican,Ramalingam,1953-03-18,Senior Staff,Sales
421372,Guoxiang,Trachtenberg,1952-12-21,Staff,Human Resources
421376,Weijing,Ranon,1953-10-28,Staff,Sales
421388,Elzbieta,Bernatsky,1954-03-14,Senior Staff,Sales
421392,Seongbin,Bazzichi,1953-05-20,Senior Engineer,Development
421392,Seongbin,Bazzichi,1953-05-20,Senior Engineer,Research
421395,Edwin,Wissmann,1953-11-13,Senior Staff,Human Resources
421401,Jaewon,Litzler,1952-08-05,Engineer,Production
421401,Jaewon,Litzler,1952-08-05,Engineer,Customer Service
421410,Xiaoshan,Schiper,1953-10-24,Technique Leader,Development
421455,Trygve,Feldmann,1952-11-21,Technique Leader,Development
421465,Yongqiao,Pouyioutas,1954-10-03,Senior Engineer,Development
421469,Seongbae,Oxenboll,1954-08-27,Senior Engineer,Development
421484,Poornachandra,Masaki,1954-11-08,Senior Engineer,Development
421490,Zsolt,Heering,1952-12-05,Technique Leader,Development
421520,Lene,Sabnani,1954-07-14,Staff,Customer Service
421526,Syozo,Christianini,1953-09-03,Senior Engineer,Development
421528,Bernardo,Smeets,1954-01-01,Senior Engineer,Production
421536,Sumali,Prochazka,1954-12-09,Technique Leader,Production
421540,Annemarie,Ranon,1953-04-21,Senior Staff,Sales
421543,Volkmar,Haddadi,1954-10-16,Senior Staff,Finance
421546,Barun,Flanders,1953-01-17,Senior Engineer,Development
421554,Fei,Asser,1953-04-17,Senior Engineer,Production
421570,Shuji,Taubenfeld,1953-06-05,Senior Staff,Sales
421575,JoAnne,Farrag,1954-03-19,Senior Engineer,Development
421654,Claude,Ciolek,1954-01-05,Senior Staff,Sales
421656,Shaleah,Morton,1953-10-29,Senior Engineer,Production
421697,Marko,Iwayama,1953-02-22,Senior Staff,Finance
421697,Marko,Iwayama,1953-02-22,Senior Staff,Sales
421698,Flemming,Billawala,1954-09-21,Senior Staff,Sales
421712,Marla,Grandbois,1953-06-10,Senior Engineer,Development
421720,Thodoros,Erde,1954-11-03,Senior Staff,Customer Service
421723,Ymte,Olano,1952-08-26,Senior Staff,Customer Service
421739,Shahar,Bisiani,1952-06-14,Technique Leader,Quality Management
421740,Shin,Jarecki,1954-02-01,Senior Engineer,Development
421749,Dietrich,Calkin,1954-06-08,Engineer,Development
421754,Pasqua,Matzen,1953-03-21,Senior Staff,Customer Service
421775,Gretta,Baak,1954-11-18,Staff,Finance
421775,Gretta,Baak,1954-11-18,Staff,Sales
421796,Yakkov,Apsitis,1952-09-16,Senior Staff,Sales
421801,Jeanna,McConalogue,1953-07-08,Senior Staff,Finance
421822,Mario,Rodham,1954-09-09,Engineer,Development
421832,Leszek,Brizzi,1954-08-09,Engineer,Production
421839,Rosli,Bennet,1953-07-19,Senior Staff,Research
421846,Gunilla,Einsfeld,1954-03-25,Senior Engineer,Development
421849,Zhenhua,Pileggi,1953-08-08,Senior Engineer,Development
421856,Mona,Suomi,1953-04-15,Senior Engineer,Development
421860,Masali,Cyre,1954-11-22,Senior Engineer,Production
421876,Tzu,Rijckaert,1954-07-31,Senior Staff,Research
421886,Holgard,Gelosh,1953-02-13,Senior Engineer,Development
421896,Serif,Chinin,1954-10-19,Senior Engineer,Quality Management
421902,Ingmar,Francisci,1952-08-01,Senior Engineer,Production
421946,Mohamadou,Sambasivam,1953-03-26,Senior Staff,Finance
421948,Marl,Chorvat,1952-02-19,Senior Staff,Marketing
421948,Marl,Chorvat,1952-02-19,Senior Staff,Sales
421954,Leandro,Reeker,1954-03-25,Staff,Customer Service
421956,Kotesh,Hedayat,1953-11-28,Senior Staff,Sales
421963,Shir,Setia,1952-09-25,Staff,Customer Service
421986,Gritta,Furudate,1954-07-21,Senior Staff,Sales
422001,Georgy,Nitsche,1952-11-01,Senior Engineer,Production
422009,LiMin,Vieth,1953-03-27,Senior Engineer,Production
422009,LiMin,Vieth,1953-03-27,Senior Engineer,Customer Service
422033,Basim,Butterworth,1952-11-11,Senior Staff,Finance
422042,Domenick,Roisin,1952-07-12,Senior Engineer,Development
422046,Kyoichi,Parfitt,1953-06-28,Senior Engineer,Production
422049,Vesna,Oberman,1954-05-05,Senior Staff,Finance
422056,Wonhee,Murrill,1954-04-27,Senior Engineer,Development
422057,Mahmut,Shiratori,1952-08-19,Senior Staff,Sales
422058,Xiping,Selenyi,1954-08-07,Senior Staff,Finance
422066,Aleksander,Berendt,1954-05-16,Senior Engineer,Development
422078,Yuichiro,Ratnaker,1953-05-27,Staff,Research
422083,Fusako,Kowalchuk,1954-06-12,Senior Staff,Sales
422105,Yongdong,Zykh,1952-11-19,Senior Staff,Sales
422124,Leandro,Birch,1953-10-19,Senior Engineer,Production
422133,Collette,Brattka,1954-01-09,Senior Staff,Customer Service
422150,Felicidad,Lundstrom,1953-01-22,Senior Engineer,Quality Management
422156,Chikara,Cardazo,1954-06-09,Staff,Sales
422180,Dekang,Christ,1952-02-25,Senior Engineer,Development
422184,Changho,Vesel,1954-07-12,Technique Leader,Production
422184,Changho,Vesel,1954-07-12,Technique Leader,Development
422208,Shietung,Constantine,1953-07-26,Senior Engineer,Quality Management
422216,Toshimitsu,Felcyn,1953-02-09,Senior Engineer,Development
422227,Francoise,Brizzi,1954-05-29,Senior Engineer,Development
422229,Subbu,Kawashima,1952-11-20,Senior Engineer,Development
422238,Masoud,Kaltofen,1953-07-23,Senior Engineer,Production
422241,Roselyn,Ponthieu,1952-10-09,Senior Engineer,Development
422246,Francesca,Kusakari,1954-09-11,Senior Staff,Sales
422296,Kazuhide,Birch,1954-03-21,Senior Engineer,Production
422304,Manton,Warwick,1954-08-27,Senior Engineer,Development
422342,Mario,Schahn,1954-08-10,Engineer,Production
422349,Mani,Straney,1954-03-22,Senior Staff,Sales
422357,Parto,Berztiss,1952-02-14,Engineer,Production
422357,Parto,Berztiss,1952-02-14,Engineer,Quality Management
422363,Tetsurou,Pramanik,1954-09-08,Senior Staff,Sales
422379,Yongmin,Kabayashi,1954-06-01,Senior Engineer,Quality Management
422381,Aran,Merkl,1954-06-14,Senior Staff,Finance
422388,Atilio,Godskesen,1953-08-29,Senior Engineer,Production
422389,Ramachenga,Suwa,1952-07-27,Senior Engineer,Development
422390,Jiann,Gist,1954-01-24,Senior Engineer,Development
422402,Shugo,Wiegley,1953-01-03,Senior Staff,Human Resources
422447,Falguni,Peres,1952-02-17,Technique Leader,Production
422454,Nechama,McAlpine,1952-12-31,Senior Staff,Finance
422461,Ebbe,Beetstra,1952-11-16,Senior Engineer,Development
422463,Kellyn,Benzaken,1953-10-14,Senior Staff,Customer Service
422481,Irene,Fujisaki,1954-05-19,Senior Engineer,Quality Management
422506,Patricio,Lambe,1952-02-27,Senior Staff,Sales
422511,Zijian,Zaumen,1953-10-15,Senior Staff,Finance
422511,Zijian,Zaumen,1953-10-15,Senior Staff,Human Resources
422514,Dharmaraja,Mitzlaff,1952-12-09,Senior Staff,Marketing
422537,Khue,Denis,1954-11-02,Senior Engineer,Development
422542,Bojan,Steenbeek,1954-01-03,Senior Staff,Sales
422558,Aris,Negoita,1952-04-05,Senior Staff,Sales
422566,Adly,Erva,1953-03-12,Engineer,Production
422566,Adly,Erva,1953-03-12,Engineer,Customer Service
422573,Jianhao,Anily,1954-05-30,Senior Engineer,Development
422587,Mohit,Speek,1954-07-03,Senior Engineer,Development
422614,Anneke,Wuwongse,1954-04-03,Senior Engineer,Quality Management
422619,Aron,Bottner,1953-08-30,Senior Staff,Finance
422636,Bouchung,Schreiter,1954-01-12,Senior Staff,Customer Service
422638,Susanta,Schwaller,1954-03-04,Senior Engineer,Production
422639,Pascal,Munawer,1953-04-05,Senior Staff,Human Resources
422641,Padma,Hasham,1953-10-16,Senior Staff,Sales
422646,Alexius,Peltason,1952-09-02,Senior Engineer,Development
422665,Arunachalam,Edelhoff,1952-04-08,Senior Staff,Sales
422673,Xiong,Miculan,1952-07-22,Senior Staff,Finance
422673,Xiong,Miculan,1952-07-22,Senior Staff,Human Resources
422676,Udaiprakash,Wissmann,1953-12-29,Senior Engineer,Production
422677,Arra,Staylopatis,1954-09-12,Senior Engineer,Production
422685,Reinhard,Oxman,1952-10-25,Senior Engineer,Production
422696,Debatosh,Botman,1952-08-20,Senior Staff,Finance
422744,Francoise,Panwar,1954-03-21,Senior Engineer,Development
422769,Amstein,Ginneken,1953-05-11,Senior Engineer,Production
422775,Moto,Emmart,1953-10-06,Senior Engineer,Development
422782,JiYoung,Czaja,1954-01-26,Senior Staff,Finance
422782,JiYoung,Czaja,1954-01-26,Senior Staff,Sales
422812,Akeno,Pashtan,1952-02-12,Senior Staff,Sales
422872,Morrie,Chappelet,1953-01-02,Senior Staff,Research
422877,Haldun,Speel,1952-09-10,Senior Staff,Human Resources
422879,Torsten,Merle,1952-09-01,Senior Staff,Finance
422896,Kristin,Kulisch,1952-07-09,Senior Staff,Marketing
422906,Susumu,Denny,1954-05-17,Senior Engineer,Development
422906,Susumu,Denny,1954-05-17,Senior Engineer,Research
422950,Sampalli,Uhrik,1953-05-17,Senior Staff,Finance
422960,Naftaly,Baezner,1953-05-20,Senior Engineer,Production
422979,Kiyokazu,Shihab,1954-04-08,Senior Staff,Sales
422995,Gro,Pezzoli,1952-06-29,Senior Staff,Research
423004,Stepehn,Saoudi,1954-06-18,Senior Engineer,Quality Management
423005,Chenyi,Furedi,1954-11-10,Senior Staff,Sales
423007,DAIDA,Przulj,1953-06-04,Engineer,Development
423007,DAIDA,Przulj,1953-06-04,Engineer,Research
423024,Khosrow,Usdin,1954-09-30,Senior Staff,Human Resources
423050,Jianwen,Schueller,1952-05-19,Senior Staff,Customer Service
423104,Annemarie,McConalogue,1953-06-10,Senior Staff,Research
423126,Valeri,Scallan,1954-04-10,Senior Staff,Sales
423135,IEEE,Wegerle,1954-11-23,Technique Leader,Production
423135,IEEE,Wegerle,1954-11-23,Technique Leader,Quality Management
423150,Constantijn,Schonegge,1952-04-01,Senior Staff,Human Resources
423168,Faiza,Oehlmann,1953-05-12,Senior Staff,Research
423191,Kasturi,Siksek,1954-01-04,Senior Engineer,Development
423200,Doohun,Langford,1954-04-01,Senior Engineer,Development
423226,Tadahiro,Szmurlo,1952-10-26,Senior Staff,Sales
423243,Gill,Lammel,1954-10-04,Staff,Sales
423251,Maia,Zolotykh,1954-03-08,Senior Staff,Sales
423272,Khun,Molenaar,1954-04-27,Senior Engineer,Production
423304,Angel,Willoner,1953-02-15,Senior Staff,Human Resources
423308,Tsz,Esposito,1954-09-20,Senior Staff,Customer Service
423311,Chikako,Zeidenstein,1953-01-05,Senior Engineer,Production
423317,Lenore,Warwick,1952-02-09,Senior Engineer,Production
423323,Aiman,Ventosa,1952-11-19,Technique Leader,Development
423323,Aiman,Ventosa,1952-11-19,Technique Leader,Research
423338,Chuanti,Rosiles,1952-08-08,Senior Staff,Sales
423348,Shaibal,Perng,1954-02-13,Senior Engineer,Production
423352,Shigehiro,Isard,1954-07-16,Senior Staff,Finance
423371,Jamaludin,Qiwen,1953-05-17,Staff,Sales
423373,Golgen,Schwartzburd,1954-09-02,Senior Staff,Marketing
423388,Hiroyasu,Byoun,1953-02-07,Staff,Sales
423406,Yuuichi,Barbanera,1952-09-05,Senior Staff,Human Resources
423418,Guttorm,Brendel,1952-03-02,Senior Engineer,Development
423424,Nobuyoshi,Foong,1954-03-28,Senior Engineer,Development
423434,Uta,Shackell,1952-09-24,Senior Staff,Sales
423443,Chenye,Camarinopoulos,1954-02-27,Senior Engineer,Development
423464,Shiv,Rodier,1952-07-22,Engineer,Development
423477,Martina,Beznosov,1954-04-13,Senior Engineer,Quality Management
423479,Rosine,Hambrick,1953-12-26,Senior Engineer,Development
423484,Geoffrey,Mersereau,1952-05-11,Senior Staff,Sales
423536,Toshimo,Coney,1954-10-16,Senior Staff,Research
423570,Suebskul,Ullian,1954-06-07,Senior Staff,Human Resources
423579,Gopalakrishnan,Etalle,1954-05-09,Senior Staff,Marketing
423592,Chenxi,Azuma,1952-09-15,Senior Staff,Sales
423596,Lokesh,Heystek,1953-04-29,Senior Staff,Sales
423605,Hiroyasu,Tanemo,1953-02-26,Senior Staff,Finance
423607,Deborah,Suwa,1954-01-19,Senior Staff,Development
423607,Deborah,Suwa,1954-01-19,Senior Staff,Research
423625,Marc,Candan,1953-04-04,Senior Engineer,Production
423669,Ung,Lakshmanan,1953-12-29,Engineer,Production
423669,Ung,Lakshmanan,1953-12-29,Engineer,Development
423679,Xiaobin,Azuma,1952-08-23,Senior Engineer,Production
423689,Xudong,Schlumberger,1953-09-09,Engineer,Development
423691,Alain,Hanratty,1953-06-30,Senior Engineer,Development
423693,Randi,Zweizig,1953-10-28,Senior Staff,Customer Service
423701,Yinlin,Bellone,1952-03-14,Senior Engineer,Production
423702,Parke,Iivonen,1954-04-25,Senior Staff,Sales
423705,Christ,Kaelbling,1954-07-25,Senior Engineer,Development
423720,Barry,Maierhofer,1953-07-09,Senior Staff,Sales
423725,Dines,Belinskaya,1954-05-26,Senior Staff,Finance
423728,Denny,Murtafg,1953-09-20,Senior Engineer,Production
423732,Barry,Delgrange,1952-11-15,Technique Leader,Production
423734,Huan,Montresor,1952-06-17,Senior Staff,Human Resources
423738,Mantis,Weiland,1954-02-26,Senior Engineer,Development
423756,Huican,Schlumberger,1954-11-26,Assistant Engineer,Development
423768,Limsoon,Asmuth,1954-03-23,Senior Engineer,Production
423807,Barry,Rikino,1954-08-23,Staff,Sales
423823,Yucel,Demian,1954-01-07,Senior Engineer,Production
423829,Chenxi,Peroz,1954-12-11,Staff,Customer Service
423830,Maya,Menhoudj,1952-02-19,Senior Engineer,Development
423835,Clyde,Trachtenberg,1953-09-05,Senior Staff,Finance
423844,Masadi,Smeets,1953-09-14,Engineer,Production
423848,Taizo,Zambonelli,1954-04-25,Senior Engineer,Production
423876,Amstein,Gustavson,1952-07-23,Assistant Engineer,Production
423877,Stella,Salverda,1954-11-13,Senior Engineer,Production
423893,Fumino,Gerteisen,1954-05-31,Senior Engineer,Development
423893,Fumino,Gerteisen,1954-05-31,Senior Engineer,Research
423916,Adel,Ecklund,1952-07-15,Senior Staff,Customer Service
423920,Mana,Thombley,1953-11-29,Senior Engineer,Production
423920,Mana,Thombley,1953-11-29,Senior Engineer,Development
423938,Sham,Fritzsche,1953-12-06,Senior Staff,Finance
423938,Sham,Fritzsche,1953-12-06,Senior Staff,Human Resources
423939,Khatoun,Carrere,1953-04-08,Engineer,Development
423959,Guttorm,Fabrizio,1953-06-07,Senior Staff,Customer Service
423960,Pramod,Snyers,1954-09-05,Technique Leader,Production
423972,Premsyl,Miake,1954-03-15,Senior Staff,Research
423982,Hidde,Boissier,1952-07-05,Senior Engineer,Development
423985,Ottavia,Azevdeo,1952-08-28,Technique Leader,Quality Management
423991,Weicheng,Gargeya,1952-02-07,Senior Engineer,Development
424012,Cullen,Legleitner,1952-04-26,Senior Engineer,Quality Management
424037,Sumant,Langford,1954-09-21,Senior Staff,Sales
424084,Demin,Suwa,1953-07-30,Staff,Marketing
424085,Irene,Merks,1954-12-07,Engineer,Development
424090,Inderjeet,Holburn,1953-07-29,Staff,Sales
424099,Kwangyoen,Strandh,1952-05-06,Senior Staff,Sales
424134,Aleksandar,Wrigley,1953-02-12,Senior Engineer,Development
424135,Masaki,Fairtlough,1952-11-16,Senior Staff,Research
424142,Turgut,Larfeldt,1953-09-02,Senior Engineer,Development
424144,Candido,Lorin,1954-11-08,Senior Staff,Research
424157,Fumiyo,Felder,1953-07-12,Senior Staff,Marketing
424166,Hairong,Kuzuoka,1954-08-22,Senior Engineer,Production
424167,Kazuhiko,Hasham,1954-08-26,Engineer,Development
424185,Sigeru,Khalid,1954-01-05,Senior Engineer,Development
424192,Boaz,Rosenbaum,1954-08-01,Senior Staff,Sales
424205,Paris,Shumilov,1952-10-24,Senior Engineer,Production
424220,Felicidad,Morrey,1952-10-29,Senior Staff,Research
424224,Arunachalam,Plumb,1954-12-03,Staff,Marketing
424224,Arunachalam,Plumb,1954-12-03,Staff,Customer Service
424230,Irena,Sridhar,1952-03-11,Senior Staff,Sales
424248,Siamak,Markovitch,1954-10-21,Senior Engineer,Production
424250,Suzette,Wendorf,1953-09-02,Senior Staff,Finance
424252,Shirish,Bernardinello,1954-12-27,Senior Staff,Finance
424252,Shirish,Bernardinello,1954-12-27,Senior Staff,Sales
424259,Seongbin,Bennis,1954-12-19,Senior Engineer,Development
424262,Krassimir,Trelles,1953-05-13,Senior Staff,Customer Service
424264,Yucai,Woycyznski,1954-12-16,Senior Staff,Customer Service
424298,Francesca,Chinin,1953-12-15,Staff,Sales
424309,Masoud,Chachaty,1953-06-08,Senior Engineer,Quality Management
424327,Chrisa,Unni,1953-08-15,Senior Engineer,Production
424328,Juyoung,Murtafg,1952-12-26,Senior Staff,Finance
424336,Owen,Hiltgen,1953-12-11,Senior Engineer,Production
424367,Kokou,Passino,1954-03-06,Engineer,Production
424378,Sanjiv,Varman,1954-06-21,Senior Engineer,Development
424379,Menkae,Murtagh,1953-01-02,Staff,Development
424379,Menkae,Murtagh,1953-01-02,Staff,Customer Service
424399,Tamiya,Brattka,1954-10-03,Senior Engineer,Production
424405,Cedric,Restivo,1952-10-27,Senior Staff,Research
424410,Mads,Jahnichen,1952-10-26,Senior Engineer,Production
424425,Fuqing,Isaac,1952-07-13,Senior Staff,Sales
424447,Irene,Miake,1954-02-02,Senior Staff,Sales
424461,Nitsan,Snyers,1953-03-01,Senior Engineer,Production
424461,Nitsan,Snyers,1953-03-01,Senior Engineer,Development
424464,Jianhua,Deverell,1954-01-10,Staff,Marketing
424468,Elrique,Pocchiola,1953-12-15,Senior Staff,Customer Service
424491,Caolyn,Munoz,1952-09-23,Staff,Sales
424497,Shahab,Maccarone,1954-12-08,Senior Engineer,Development
424499,Kristine,Camurati,1952-10-14,Staff,Customer Service
424532,Sachar,Brender,1954-11-25,Senior Engineer,Production
424536,Christoph,Feldhoffer,1953-06-14,Senior Staff,Customer Service
424558,Vojin,Casley,1952-11-17,Senior Engineer,Production
424563,Rosli,Pileggi,1954-04-13,Senior Staff,Sales
424591,Abdelwaheb,Yeung,1954-12-28,Senior Staff,Marketing
424591,Abdelwaheb,Yeung,1954-12-28,Senior Staff,Sales
424593,Mohammed,Serra,1954-08-01,Senior Staff,Sales
424597,Wuxu,Hinsberger,1952-06-09,Technique Leader,Development
424607,Gunilla,Kowalchuk,1954-06-06,Senior Engineer,Production
424659,Mohd,Gyorkos,1953-03-23,Senior Engineer,Production
424659,Mohd,Gyorkos,1953-03-23,Senior Engineer,Customer Service
424662,Jaewon,Swab,1953-09-20,Senior Engineer,Production
424677,Patricia,Karcich,1952-12-21,Senior Staff,Sales
424694,Candido,Morris,1954-07-11,Senior Staff,Human Resources
424700,Dietrich,Kossowski,1953-11-01,Senior Engineer,Development
424719,Feixiong,Curless,1952-12-18,Senior Engineer,Development
424724,Suebskul,Angelopoulos,1954-02-26,Senior Engineer,Development
424765,Lillian,Azevdeo,1952-08-08,Senior Engineer,Production
424765,Lillian,Azevdeo,1952-08-08,Senior Engineer,Quality Management
424811,Tomokazu,Reutenauer,1954-03-23,Senior Staff,Sales
424812,Martina,Taneja,1953-12-11,Senior Engineer,Production
424840,Mara,Bernardinello,1953-09-05,Senior Engineer,Development
424870,Mingdong,Valette,1953-03-29,Senior Engineer,Production
424910,Weiye,Miara,1952-03-09,Senior Staff,Research
424913,Almudena,Ravishankar,1954-05-01,Technique Leader,Development
